Tipo de atividade,Data,Favorito,Título,Distância,Calorias,Tempo,FC Média,FC máxima,Training Effect Aeróbico,Ritmo médio,Melhor ritmo,Subida total,Descida total,Comprimento médio da passada,Proporção de média vertical,Oscilação vertical média,Training Stress Score®,Granularidade,Fluxo,Total de braçadas,Média de Swolf,Taxa média de braçadas,Tempo de mergulho,Temp mínima,Intervalo de superfície,Descompressão,Tempo da melhor volta,Número de voltas,Temp máxima,Tempo em movimento,Duração
Natação em piscina,2021-02-05 12:22:08,false,"Natação em piscina","900","150","00:41:17","--","--","--","1:44","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","424","38","27","0:00","30.0","0:00","Não","00:00.84","7","0.0","00:15:40","00:42:38"
Natação em piscina,2021-02-02 18:09:58,false,"Natação em piscina","4,025","655","01:15:26","--","--","--","1:36","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1748","35","27","0:00","26.0","0:00","Não","00:09.49","29","0.0","01:04:08","01:46:52"
Natação em piscina,2021-02-01 18:53:14,false,"Natação em piscina","2,650","452","01:04:05","--","--","--","1:37","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1134","35","26","0:00","30.0","0:00","Não","00:05.82","34","0.0","00:42:48","01:04:14"
Natação em piscina,2021-01-29 09:55:36,false,"Natação em piscina","3,550","576","01:00:31","--","--","--","1:40","0:48","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1658","37","28","0:00","29.0","0:00","Não","00:03.56","6","0.0","00:58:55","01:01:01"
Natação em piscina,2021-01-27 17:13:26,false,"Natação em piscina","1,725","278","00:40:01","--","--","--","2:19","1:57","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1000","49","25","0:00","30.0","0:00","Não","40:00.56","1","0.0","00:40:01","00:40:39"
Natação em piscina,2021-01-26 18:43:02,false,"Natação em piscina","1,050","168","00:26:48","--","--","--","1:45","1:20","--","--","0.00","0.0","0.0","0.0","0.0","0.0","494","38","27","0:00","27.0","0:00","Não","00:04.32","26","0.0","00:18:25","00:33:45"
Natação em alto mar,2021-01-25 08:28:40,false,"Guarujá Natação em alto mar","2,411","415","00:58:57","--","--","--","2:27","0:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1686","54","28","0:00","27.0","0:00","Não","02:30.29","6","0.0","00:56:19","01:00:33"
Natação em piscina,2021-01-21 11:06:49,false,"Natação em piscina","3,000","480","00:53:10","--","--","--","1:43","1:26","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1373","37","27","0:00","29.0","0:00","Não","00:10.18","4","0.0","00:51:19","00:53:59"
Natação em piscina,2021-01-20 11:06:44,false,"Natação em piscina","3,150","504","00:55:04","--","--","--","1:40","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1506","37","29","0:00","29.0","0:00","Não","00:01.44","5","0.0","00:52:36","01:04:04"
Natação em piscina,2021-01-18 10:52:15,false,"Natação em piscina","3,525","573","01:04:36","--","--","--","1:41","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1636","37","28","0:00","29.0","0:00","Não","00:04.66","14","0.0","00:59:03","01:05:31"
Natação em piscina,2021-01-15 11:14:51,false,"Natação em piscina","2,650","428","00:47:31","--","--","--","1:48","1:11","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1283","39","27","0:00","29.0","0:00","Não","47:31.22","1","0.0","00:47:31","00:48:05"
Natação em piscina,2021-01-13 10:58:27,false,"Natação em piscina","3,000","481","00:58:07","--","--","--","1:42","1:13","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1322","37","26","0:00","30.0","0:00","Não","00:06.47","28","0.0","00:51:10","00:58:29"
Natação em piscina,2021-01-11 09:13:16,false,"Natação em piscina","4,000","647","01:17:00","--","--","--","1:44","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1736","37","25","0:00","29.0","0:00","Não","00:04.37","44","0.0","01:09:16","01:17:08"
Natação em piscina,2021-01-08 08:53:44,false,"Natação em piscina","1,500","240","00:30:08","--","--","--","1:48","1:31","--","--","0.00","0.0","0.0","0.0","0.0","0.0","692","39","26","0:00","29.0","0:00","Não","00:07.93","20","0.0","00:27:06","00:30:50"
Natação em piscina,2021-01-07 09:56:45,false,"Natação em piscina","3,025","490","00:55:57","--","--","--","1:48","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1363","38","25","0:00","29.0","0:00","Não","00:03.57","8","0.0","00:54:35","00:56:03"
Natação em alto mar,2020-12-23 09:57:05,false,"Guarujá Natação em alto mar","845","405","00:27:08","--","--","--","3:13","0:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","747","70","27","0:00","26.0","0:00","Não","12:44.06","2","0.0","00:27:08","00:27:08"
Natação em piscina,2020-12-18 16:49:25,false,"Natação em piscina","2,500","409","00:48:10","--","--","--","1:44","1:20","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1070","37","25","0:00","31.0","0:00","Não","00:06.99","18","0.0","00:43:22","00:48:19"
Natação em piscina,2020-12-16 18:12:28,false,"Natação em piscina","1,500","244","00:33:45","--","--","--","1:44","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","658","37","25","0:00","30.0","0:00","Não","00:03.61","46","0.0","00:25:57","00:33:55"
Natação em piscina,2020-12-14 19:40:12,false,"Natação em piscina","1,325","236","00:37:58","--","--","--","1:53","1:29","--","--","0.00","0.0","0.0","0.0","0.0","0.0","577","39","23","0:00","30.0","0:00","Não","00:33.16","6","0.0","00:24:59","00:44:19"
Natação em alto mar,2020-12-12 07:42:20,false,"Brasília Natação em alto mar","1,011","172","00:20:03","--","--","--","1:59","0:43","--","--","0.00","0.0","0.0","0.0","0.0","0.0","632","45","31","0:00","25.0","0:00","Não","00:15.32","3","0.0","00:20:02","00:20:03"
Natação em piscina,2020-12-10 18:28:17,false,"Natação em piscina","2,400","404","01:10:25","--","--","--","1:39","0:56","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1033","36","26","0:00","30.0","0:00","Não","00:02.46","74","0.0","00:39:44","01:10:38"
Natação em piscina,2020-12-04 16:47:52,false,"Natação em piscina","1,500","245","00:33:12","--","--","--","1:50","1:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","713","39","26","0:00","30.0","0:00","Não","00:04.50","30","0.0","00:27:31","00:33:43"
Natação em piscina,2020-12-02 12:21:14,false,"Natação em piscina","1,325","250","00:57:23","--","--","--","1:54","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","649","41","26","0:00","29.0","0:00","Não","00:02.34","40","0.0","00:25:14","00:57:29"
Natação em piscina,2020-12-01 17:17:14,false,"Natação em piscina","3,000","597","01:09:42","--","--","--","1:47","0:49","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1339","38","25","0:00","31.0","0:00","Não","00:02.77","38","0.0","00:53:44","01:09:53"
Natação em piscina,2020-11-30 12:22:38,false,"Natação em piscina","2,225","435","01:18:38","--","--","--","1:41","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","903","35","24","0:00","29.0","0:00","Não","00:02.34","27","0.0","00:37:25","01:18:54"
Natação em alto mar,2020-11-28 12:07:12,false,"Serra Negra Natação em alto mar","969","174","00:19:57","--","--","--","2:04","0:45","--","--","0.00","0.0","0.0","0.0","0.0","0.0","548","45","27","0:00","26.0","0:00","Não","08:57.78","2","0.0","00:19:40","00:20:11"
Natação em piscina,2020-11-25 12:25:38,false,"Natação em piscina","2,675","531","01:20:06","--","--","--","1:40","0:55","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1119","36","25","0:00","30.0","0:00","Não","00:03.52","86","0.0","00:44:40","01:21:24"
Natação em piscina,2020-11-24 08:53:20,false,"Natação em piscina","3,275","640","01:07:24","--","--","--","1:34","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1389","34","27","0:00","29.0","0:00","Não","00:06.97","78","0.0","00:51:15","01:07:34"
Natação em piscina,2020-11-23 12:02:20,false,"Natação em piscina","2,275","446","01:12:48","--","--","--","1:32","1:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","999","34","28","0:00","30.0","0:00","Não","00:08.49","82","0.0","00:35:04","01:14:29"
Natação em piscina,2020-11-20 16:44:27,false,"Natação em piscina","3,000","584","01:10:40","--","--","--","1:33","1:07","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1303","34","28","0:00","30.0","0:00","Não","00:03.59","74","0.0","00:46:41","01:11:01"
Natação em piscina,2020-11-18 06:26:28,false,"Natação em piscina","1,875","366","00:32:35","--","--","--","1:39","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","859","36","28","0:00","28.0","0:00","Não","00:06.45","10","0.0","00:30:55","00:32:51"
Natação em piscina,2020-11-18 06:22:01,false,"Natação em piscina","400","71","00:03:46.7","--","--","--","0:52","0:48","--","--","0.00","0.0","0.0","0.0","0.0","0.0","93","38","27","0:00","2.3","0:00","Não","00:18.28","2","0.0","00:03:28.4","00:03:52.1"
Natação em piscina,2020-11-13 16:47:53,false,"Natação em piscina","4,350","787","01:21:59","--","--","--","1:19","0:25","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1684","59","29","0:00","25.0","0:00","Não","00:00.56","82","0.0","00:57:18","01:22:17"
Natação em piscina,2020-11-11 16:30:52,false,"Natação em piscina","2,250","431","00:38:55","--","--","--","1:36","0:26","--","--","0.00","0.0","0.0","0.0","0.0","0.0","985","70","27","0:00","32.0","0:00","Não","00:02.83","10","0.0","00:36:11","00:39:17"
Natação em piscina,2020-11-10 16:57:05,false,"Natação em piscina","3,450","621","00:56:40","--","--","--","1:22","0:29","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1368","61","29","0:00","32.0","0:00","Não","00:15.31","31","0.0","00:47:15","00:57:39"
Natação em alto mar,2020-11-09 16:30:32,false,"Brasília Natação em alto mar","3,204","570","01:09:26","--","--","--","2:10","0:31","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2286","50","32","0:00","26.0","0:00","Não","04:51.93","7","0.0","01:06:14","01:09:57"
Natação em alto mar,2020-11-08 16:26:29,false,"Brasília Natação em alto mar","3,014","541","00:54:44","--","--","--","1:49","0:25","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1741","42","31","0:00","27.0","0:00","Não","00:32.12","7","0.0","00:52:37","01:01:50"
Natação em piscina,2020-11-02 07:41:18,false,"Natação em piscina","3,000","534","01:02:46","--","--","--","1:56","1:27","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1494","41","26","0:00","26.0","0:00","Não","00:03.64","22","0.0","00:57:58","01:02:57"
Natação em alto mar,2020-10-30 15:50:00,false,"Brotas Natação em alto mar","3,008","539","00:55:09","--","--","--","1:50","0:39","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1716","42","31","0:00","23.0","0:00","Não","03:33.79","7","0.0","00:55:07","00:58:54"
Natação em piscina,2020-10-29 12:14:00,false,"Natação em piscina","3,400","666","01:03:29","--","--","--","1:37","0:51","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1550","36","28","0:00","31.0","0:00","Não","00:08.61","27","0.0","00:54:58","01:03:48"
Natação em piscina,2020-10-28 15:24:49,false,"Natação em piscina","3,350","661","01:02:09","--","--","--","1:33","0:46","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1410","34","27","0:00","31.0","0:00","Não","00:32.94","12","0.0","00:51:57","01:02:23"
Natação em piscina,2020-10-26 08:06:52,false,"Natação em piscina","2,125","422","00:58:59","--","--","--","1:33","0:58","--","--","0.00","0.0","0.0","0.0","0.0","0.0","922","34","28","0:00","29.0","0:00","Não","00:05.96","74","0.0","00:33:06","00:59:08"
Natação em piscina,2020-10-24 16:05:23,false,"Natação em piscina","2,975","584","01:22:08","--","--","--","1:37","1:16","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1227","34","26","0:00","29.0","0:00","Não","00:07.97","54","0.0","00:47:58","01:23:03"
Natação em piscina,2020-10-21 12:00:55,false,"Natação em piscina","1,900","375","00:48:54","--","--","--","1:30","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","863","34","30","0:00","28.0","0:00","Não","00:05.15","37","0.0","00:28:39","00:49:13"
Natação em piscina,2020-10-19 11:18:59,false,"Natação em piscina","2,400","472","00:46:48","--","--","--","1:37","1:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1049","35","27","0:00","22.0","0:00","Não","00:09.77","36","0.0","00:38:47","00:50:38"
Natação em piscina,2020-10-16 12:02:16,false,"Natação em piscina","1,400","258","00:29:30","--","--","--","1:48","1:13","--","--","0.00","0.0","0.0","0.0","0.0","0.0","667","39","26","0:00","27.0","0:00","Não","00:04.20","26","0.0","00:25:16","00:31:26"
Natação em piscina,2020-10-14 18:36:19,false,"Natação em piscina","2,025","392","00:52:39","--","--","--","1:51","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","911","39","24","0:00","31.0","0:00","Não","00:02.22","46","0.0","00:37:27","00:59:22"
Natação em piscina,2020-10-13 15:03:18,false,"Natação em piscina","2,525","492","00:48:09","--","--","--","1:36","0:56","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1017","34","25","0:00","28.0","0:00","Não","00:17.87","24","0.0","00:40:23","00:48:17"
Natação em piscina,2020-10-12 11:49:32,false,"Natação em piscina","2,650","533","00:53:18","--","--","--","1:37","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1075","35","25","0:00","27.0","0:00","Não","00:06.82","32","0.0","00:43:03","00:53:23"
Natação em piscina,2020-10-07 10:45:30,false,"Natação em piscina","2,700","518","00:52:20","--","--","--","1:41","1:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1151","36","25","0:00","26.0","0:00","Não","00:04.60","38","0.0","00:45:35","00:52:25"
Natação em piscina,2020-10-06 10:31:28,false,"Natação em piscina","2,800","540","00:58:55","--","--","--","1:39","1:19","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1285","36","28","0:00","25.0","0:00","Não","00:02.37","80","0.0","00:46:07","00:59:02"
Natação em piscina,2020-10-05 18:00:46,false,"Natação em piscina","3,550","709","01:09:46","--","--","--","1:32","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1484","33","27","0:00","29.0","0:00","Não","00:10.15","43","0.0","00:54:21","01:11:57"
Natação em piscina,2020-10-02 07:05:30,false,"Natação em piscina","2,125","378","00:45:54","--","--","--","1:48","0:59","--","--","0.00","0.0","0.0","0.0","0.0","0.0","978","38","26","0:00","28.0","0:00","Não","00:02.90","34","0.0","00:38:11","00:46:01"
Natação em piscina,2020-09-30 18:40:07,false,"Natação em piscina","2,850","573","01:26:09","--","--","--","1:36","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1225","35","27","0:00","30.0","0:00","Não","00:04.62","64","0.0","00:45:42","01:40:02"
Natação em piscina,2020-09-29 18:04:21,false,"Natação em piscina","2,350","432","00:47:40","--","--","--","1:40","0:56","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1003","36","26","0:00","28.0","0:00","Não","00:02.77","50","0.0","00:39:17","00:47:54"
Natação em piscina,2020-09-28 18:01:54,false,"Natação em piscina","3,925","778","01:13:45","--","--","--","1:35","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1553","34","25","0:00","28.0","0:00","Não","00:00.69","50","0.0","01:02:06","01:18:02"
Natação em piscina,2020-09-25 18:25:27,false,"Natação em piscina","2,000","367","00:44:43","--","--","--","1:48","1:25","--","--","0.00","0.0","0.0","0.0","0.0","0.0","880","38","24","0:00","26.0","0:00","Não","00:04.02","12","0.0","00:36:06","00:47:09"
Natação em piscina,2020-09-23 18:41:59,false,"Natação em piscina","3,300","659","01:11:43","--","--","--","1:29","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1288","32","26","0:00","30.0","0:00","Não","00:17.16","48","0.0","00:48:53","01:13:48"
Natação em piscina,2020-09-21 18:02:34,false,"Natação em piscina","4,100","812","01:12:14","--","--","--","1:30","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1720","33","28","0:00","28.0","0:00","Não","00:03.53","44","0.0","01:01:20","01:12:30"
Natação em piscina,2020-09-19 07:13:45,false,"Natação em piscina","1,800","354","00:37:11","--","--","--","1:33","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","832","35","30","0:00","28.0","0:00","Não","00:02.81","41","0.0","00:28:02","00:38:27"
Natação em piscina,2020-09-18 18:20:42,false,"Natação em piscina","2,300","459","00:53:25","--","--","--","1:33","1:13","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1001","34","28","0:00","28.0","0:00","Não","00:04.82","62","0.0","00:35:37","00:53:53"
Natação em piscina,2020-09-16 18:37:26,false,"Natação em piscina","2,900","582","01:13:34","--","--","--","1:32","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1223","33","28","0:00","29.0","0:00","Não","00:00.81","56","0.0","00:44:22","01:13:43"
Natação em piscina,2020-09-15 15:13:55,false,"Natação em piscina","1,325","249","00:38:15","--","--","--","1:40","1:07","--","--","0.00","0.0","0.0","0.0","0.0","0.0","627","37","29","0:00","28.0","0:00","Não","00:09.56","64","0.0","00:21:58","00:38:24"
Natação em piscina,2020-09-14 18:00:51,false,"Natação em piscina","3,500","680","01:14:46","--","--","--","1:33","0:56","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1448","33","27","0:00","28.0","0:00","Não","00:01.46","68","0.0","00:54:01","01:15:13"
Natação em piscina,2020-09-11 18:42:15,false,"Natação em piscina","3,025","600","01:03:50","--","--","--","1:35","1:01","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1227","34","26","0:00","28.0","0:00","Não","00:02.23","52","0.0","00:47:47","01:03:58"
Natação em piscina,2020-09-10 10:05:57,false,"Natação em piscina","2,950","592","00:53:43","--","--","--","1:36","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1376","36","29","0:00","30.0","0:00","Não","00:06.36","30","0.0","00:47:23","00:54:10"
Natação em piscina,2020-09-09 18:36:07,false,"Natação em piscina","2,350","467","01:27:24","--","--","--","1:39","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1053","36","27","0:00","28.0","0:00","Não","01:32.77","14","0.0","00:38:42","01:27:29"
Natação em piscina,2020-09-07 18:29:17,false,"Natação em piscina","3,700","757","01:17:57","--","--","--","1:34","0:49","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1619","34","28","0:00","28.0","0:00","Não","00:09.79","78","0.0","00:57:43","01:24:17"
Natação em piscina,2020-09-04 18:39:31,false,"Natação em piscina","3,100","591","01:10:59","--","--","--","1:41","1:00","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1369","36","26","0:00","28.0","0:00","Não","00:03.36","60","0.0","00:52:13","01:11:09"
Natação em piscina,2020-09-03 19:04:33,false,"Natação em piscina","3,625","717","01:12:32","--","--","--","1:31","0:32","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1665","34","30","0:00","29.0","0:00","Não","00:12.18","66","0.0","00:55:14","01:13:57"
Natação em piscina,2020-09-02 06:01:57,false,"Natação em piscina","2,800","561","00:50:42","--","--","--","1:34","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1328","35","30","0:00","27.0","0:00","Não","00:04.34","16","0.0","00:44:05","00:50:59"
Natação em piscina,2020-09-01 16:16:31,false,"Natação em piscina","4,600","939","01:32:25","--","--","--","1:35","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2109","35","29","0:00","27.0","0:00","Não","00:05.61","38","0.0","01:12:45","01:32:34"
Natação em piscina,2020-08-31 18:10:32,false,"Natação em piscina","3,150","621","01:04:53","--","--","--","1:37","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1378","35","27","0:00","27.0","0:00","Não","00:10.93","44","0.0","00:50:59","01:08:54"
Natação em piscina,2020-08-26 18:11:06,false,"Natação em piscina","3,400","685","01:04:25","--","--","--","1:34","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1498","34","28","0:00","26.0","0:00","Não","00:04.16","42","0.0","00:53:11","01:04:54"
Natação em piscina,2020-08-25 19:06:33,false,"Natação em piscina","2,600","513","00:46:43","--","--","--","1:39","0:51","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1207","36","28","0:00","29.0","0:00","Não","00:00.85","17","0.0","00:42:48","00:47:00"
Natação em piscina,2020-08-24 18:25:20,false,"Natação em piscina","2,850","568","00:51:02","--","--","--","1:27","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1188","32","29","0:00","27.0","0:00","Não","00:07.34","50","0.0","00:41:11","00:51:11"
Natação em piscina,2020-08-20 18:43:06,false,"Natação em piscina","2,200","473","00:40:32","--","--","--","1:40","0:55","--","--","0.00","0.0","0.0","0.0","0.0","0.0","977","36","27","0:00","29.0","0:00","Não","00:12.49","10","0.0","00:36:44","00:40:41"
Natação em piscina,2020-08-19 18:31:02,false,"Natação em piscina","1,650","323","00:49:34","--","--","--","1:33","0:59","--","--","0.00","0.0","0.0","0.0","0.0","0.0","747","34","29","0:00","27.0","0:00","Não","00:00.54","98","0.0","00:25:27","00:49:40"
Natação em piscina,2020-08-18 16:39:21,false,"Natação em piscina","2,850","569","00:55:57","--","--","--","1:41","1:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1298","37","27","0:00","29.0","0:00","Não","00:05.85","30","0.0","00:48:07","00:57:07"
Natação em piscina,2020-08-17 18:02:36,false,"Natação em piscina","3,800","773","01:13:43","--","--","--","1:31","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1595","33","28","0:00","28.0","0:00","Não","00:11.77","48","0.0","00:57:49","01:14:04"
Natação em piscina,2020-08-14 18:29:13,false,"Natação em piscina","2,375","477","00:51:31","--","--","--","1:33","0:49","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1000","34","27","0:00","27.0","0:00","Não","00:19.42","26","0.0","00:36:50","00:54:32"
Natação em piscina,2020-08-12 18:04:19,false,"Natação em piscina","2,925","573","01:11:06","--","--","--","1:38","1:08","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1222","35","25","0:00","27.0","0:00","Não","00:04.93","38","0.0","00:47:58","01:12:17"
Natação em piscina,2020-08-10 18:02:26,false,"Natação em piscina","2,150","423","01:05:28","--","--","--","1:31","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","924","34","28","0:00","27.0","0:00","Não","00:02.13","68","0.0","00:32:41","01:05:34"
Natação em piscina,2020-08-07 07:28:41,false,"Natação em piscina","1,975","393","01:28:37","--","--","--","1:32","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","877","34","29","0:00","25.0","0:00","Não","00:01.95","66","0.0","00:30:20","01:40:56"
Natação em piscina,2020-08-03 07:15:00,false,"Natação em piscina","1,500","300","00:30:04","--","--","--","1:29","1:10","--","--","0.00","0.0","0.0","0.0","0.0","0.0","666","33","30","0:00","25.0","0:00","Não","00:19.72","40","0.0","00:22:16","00:30:12"
Natação em alto mar,2020-07-24 17:28:07,false,"São Bernardo do Campo Natação em alto mar","507","174","00:09:32.5","--","--","--","1:53","0:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","324","44","34","0:00","21.0","0:00","Não","00:02.83","2","0.0","00:09:20.8","00:09:32.5"
Natação em piscina,2020-07-23 17:41:12,false,"Natação em piscina","2,525","500","01:09:32","--","--","--","1:27","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1076","33","29","0:00","24.0","0:00","Não","00:01.52","97","0.0","00:36:37","01:10:04"
Natação em piscina,2020-07-20 08:19:36,false,"Natação em piscina","1,000","200","00:26:34","--","--","--","1:24","1:11","--","--","0.00","0.0","0.0","0.0","0.0","0.0","438","32","31","0:00","24.0","0:00","Não","00:04.57","42","0.0","00:13:57","00:26:45"
Natação em piscina,2020-07-20 08:03:56,false,"Natação em piscina","200","40","00:09:01.2","--","--","--","1:15","1:14","--","--","0.00","0.0","0.0","0.0","0.0","0.0","77","28","31","0:00","24.0","0:00","Não","00:18.45","16","0.0","00:02:30.8","00:09:06.5"
Natação em piscina,2020-07-20 07:49:10,false,"Natação em piscina","200","40","00:08:23.7","--","--","--","1:16","1:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","75","28","29","0:00","24.0","0:00","Não","00:18.71","16","0.0","00:02:32.7","00:08:48.0"
Natação em piscina,2020-07-20 07:13:00,false,"Natação em piscina","700","139","00:24:11","--","--","--","1:42","1:29","--","--","0.00","0.0","0.0","0.0","0.0","0.0","340","38","28","0:00","24.0","0:00","Não","00:08.16","8","0.0","00:11:56","00:24:39"
Natação em alto mar,2020-07-19 09:49:40,false,"Serra Negra Natação em alto mar","1,628","291","00:30:31","--","--","--","1:52","1:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1031","44","33","0:00","18.0","0:00","Não","03:14.54","4","0.0","00:30:30","00:30:31"
Natação em alto mar,2020-07-19 09:14:40,false,"Serra Negra Natação em alto mar","1,665","299","00:30:21","--","--","--","1:49","0:46","--","--","0.00","0.0","0.0","0.0","0.0","0.0","966","42","31","0:00","18.0","0:00","Não","02:58.82","4","0.0","00:30:20","00:30:41"
Natação em piscina,2020-07-13 17:55:51,false,"Natação em piscina","4,100","817","01:14:17","--","--","--","1:32","1:16","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1835","34","29","0:00","24.0","0:00","Não","00:06.15","24","0.0","01:02:50","01:14:28"
Natação em piscina,2020-07-09 07:39:47,false,"Natação em piscina","2,800","560","00:54:55","--","--","--","1:38","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1333","36","29","0:00","24.0","0:00","Não","00:12.51","18","0.0","00:45:51","00:55:03"
Natação em piscina,2020-07-06 07:44:25,false,"Natação em piscina","3,750","717","01:20:09","--","--","--","1:39","1:16","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1861","37","30","0:00","24.0","0:00","Não","00:21.64","20","0.0","01:02:04","01:20:18"
Natação em piscina,2020-07-03 08:10:35,false,"Natação em piscina","3,600","692","01:15:22","--","--","--","1:38","1:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1740","37","30","0:00","23.0","0:00","Não","00:00.69","38","0.0","00:58:43","01:16:10"
Natação em piscina,2020-07-01 09:55:37,false,"Natação em piscina","200","39","00:03:27.0","--","--","--","1:44","1:38","--","--","0.00","0.0","0.0","0.0","0.0","0.0","97","38","28","0:00","24.0","0:00","Não","03:27.03","1","0.0","00:03:27.0","00:03:33.7"
Natação em piscina,2020-07-01 07:31:09,false,"Natação em piscina","6,425","1,215","02:06:15","--","--","--","1:39","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","3246","37","30","0:00","24.0","0:00","Não","00:05.24","88","0.0","01:46:31","02:06:24"
Natação em piscina,2020-06-29 07:22:35,false,"Natação em piscina","3,800","721","01:18:50","--","--","--","1:40","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1915","38","30","0:00","24.0","0:00","Não","00:11.55","20","0.0","01:03:23","01:20:09"
Natação em piscina,2020-06-26 08:33:29,false,"Natação em piscina","2,725","535","01:35:28","--","--","--","1:31","0:55","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1278","35","31","0:00","25.0","0:00","Não","00:14.01","62","0.0","00:41:25","01:41:49"
Natação em piscina,2020-06-24 07:17:46,false,"Natação em piscina","7,000","1,394","02:05:08","--","--","--","1:40","1:11","--","--","0.00","0.0","0.0","0.0","0.0","0.0","3328","37","29","0:00","25.0","0:00","Não","00:07.07","26","0.0","01:56:33","02:05:16"
Natação em piscina,2020-06-22 07:12:42,false,"Natação em piscina","4,625","878","01:33:17","--","--","--","1:39","0:53","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2205","37","29","0:00","25.0","0:00","Não","00:05.72","110","0.0","01:16:38","01:33:52"
