Tipo de atividade,Data,Favorito,Título,Distância,Calorias,Tempo,FC Média,FC máxima,Training Effect Aeróbico,Ritmo médio,Melhor ritmo,Subida total,Descida total,Comprimento médio da passada,Proporção de média vertical,Oscilação vertical média,Training Stress Score®,Granularidade,Fluxo,Total de braçadas,Média de Swolf,Taxa média de braçadas,Tempo de mergulho,Temp mínima,Intervalo de superfície,Descompressão,Tempo da melhor volta,Número de voltas,Temp máxima,Tempo em movimento,Duração
Natação em piscina,2020-06-19 07:12:46,false,"Natação em piscina","4,100","767","01:33:49","--","--","--","1:37","0:57","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1972","36","30","0:00","26.0","0:00","Não","00:03.68","82","0.0","01:06:37","01:34:00"
Natação em piscina,2020-06-17 07:17:22,false,"Natação em piscina","5,275","1,030","01:47:02","--","--","--","1:40","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2562","37","29","0:00","27.0","0:00","Não","00:03.37","102","0.0","01:28:09","01:47:20"
Natação em piscina,2020-06-15 07:02:45,false,"Natação em piscina","3,650","729","01:13:24","--","--","--","1:33","1:07","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1607","34","28","0:00","28.0","0:00","Não","00:02.35","86","0.0","00:56:45","01:13:33"
Natação em piscina,2020-06-12 07:11:29,false,"Natação em piscina","4,000","754","01:33:45","--","--","--","1:36","1:01","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1860","36","29","0:00","27.0","0:00","Não","00:00.50","74","0.0","01:04:04","01:35:50"
Natação em piscina,2020-06-10 07:06:59,false,"Natação em piscina","4,625","881","01:32:55","--","--","--","1:44","1:02","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2238","38","28","0:00","27.0","0:00","Não","00:05.28","74","0.0","01:20:13","01:33:05"
Natação em piscina,2020-06-08 08:52:48,false,"Natação em piscina","4,000","751","01:23:55","--","--","--","1:38","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1935","37","30","0:00","27.0","0:00","Não","00:00.33","92","0.0","01:05:20","01:24:03"
Natação em piscina,2020-06-05 09:22:32,false,"Natação em piscina","4,500","851","01:29:01","--","--","--","1:38","0:48","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2103","36","29","0:00","27.0","0:00","Não","00:09.45","106","0.0","01:13:25","01:29:10"
Natação em piscina,2020-06-03 09:09:21,false,"Natação em piscina","4,400","866","01:26:32","--","--","--","1:37","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2186","37","31","0:00","26.0","0:00","Não","00:07.39","58","0.0","01:10:49","01:27:36"
Natação em piscina,2020-05-29 09:18:40,false,"Natação em piscina","4,625","906","01:29:42","--","--","--","1:34","1:00","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2144","35","30","0:00","26.0","0:00","Não","00:09.68","108","0.0","01:12:22","01:29:48"
Natação em piscina,2020-05-27 09:15:19,false,"Natação em piscina","5,000","969","01:33:51","--","--","--","1:36","0:51","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2380","36","30","0:00","27.0","0:00","Não","00:01.65","71","0.0","01:19:50","01:45:20"
Natação em piscina,2020-05-25 08:54:35,false,"Natação em piscina","4,600","916","01:41:18","--","--","--","1:33","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2181","35","30","0:00","28.0","0:00","Não","00:11.93","56","0.0","01:11:41","01:42:06"
Natação em piscina,2020-05-22 09:04:40,false,"Natação em piscina","4,000","760","01:20:27","--","--","--","1:37","1:02","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1894","36","29","0:00","28.0","0:00","Não","00:01.55","90","0.0","01:04:21","01:23:22"
Natação em piscina,2020-05-20 09:02:04,false,"Natação em piscina","4,125","803","01:43:31","--","--","--","1:38","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1977","36","29","0:00","27.0","0:00","Não","00:02.65","58","0.0","01:07:18","01:43:40"
Natação em piscina,2020-05-18 09:05:15,false,"Natação em piscina","5,025","1,003","01:25:51","--","--","--","1:33","1:00","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2246","34","29","0:00","26.0","0:00","Não","00:03.83","37","0.0","01:18:02","01:27:05"
Natação em piscina,2020-05-17 11:18:08,false,"Natação em piscina","2,400","478","00:37:33","--","--","--","1:27","1:14","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1058","33","30","0:00","19.0","0:00","Não","00:01.16","8","0.0","00:34:49","00:38:11"
Natação em piscina,2020-05-15 09:12:16,false,"Natação em piscina","4,050","802","01:20:53","--","--","--","1:33","1:08","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1874","35","30","0:00","26.0","0:00","Não","00:04.77","60","0.0","01:03:01","01:21:08"
Natação em piscina,2020-05-13 08:55:20,false,"Natação em piscina","3,575","723","01:19:24","--","--","--","1:32","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1533","34","28","0:00","25.0","0:00","Não","00:13.31","72","0.0","00:55:00","01:19:38"
Natação em piscina,2020-05-11 09:21:38,false,"Natação em piscina","4,200","779","01:13:17","--","--","--","1:35","1:14","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1907","35","29","0:00","25.0","0:00","Não","00:01.10","42","0.0","01:06:46","01:13:51"
Natação em piscina,2020-05-08 09:14:43,false,"Natação em piscina","2,525","475","01:19:13","--","--","--","1:37","0:49","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1207","36","30","0:00","24.0","0:00","Não","00:01.67","29","0.0","00:40:41","01:25:22"
Natação em piscina,2020-05-05 13:09:56,false,"Natação em piscina","3,250","626","00:58:21","--","--","--","1:34","0:57","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1319","34","26","0:00","20.0","0:00","Não","00:06.18","52","0.0","00:50:49","00:58:31"
Natação em piscina,2020-05-03 08:15:29,false,"Natação em piscina","4,100","810","01:08:32","--","--","--","1:27","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1829","33","31","0:00","21.0","0:00","Não","00:02.27","18","0.0","00:59:42","01:09:51"
Natação em piscina,2020-05-01 08:58:13,false,"Natação em piscina","3,800","743","01:11:56","--","--","--","1:31","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1633","33","28","0:00","26.0","0:00","Não","00:15.60","49","0.0","00:57:36","01:41:20"
Natação em piscina,2020-04-29 08:52:12,false,"Natação em piscina","3,850","732","01:44:32","--","--","--","1:35","0:46","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1681","35","27","0:00","27.0","0:00","Não","00:00.47","95","0.0","01:01:13","01:45:08"
Natação em piscina,2020-04-28 13:10:08,false,"Natação em piscina","3,500","690","01:00:31","--","--","--","1:26","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1565","33","31","0:00","22.0","0:00","Não","00:05.24","28","0.0","00:50:25","01:00:39"
Natação em piscina,2020-04-26 07:20:07,false,"NataÃ§Ã£o em piscina","4,100","815","01:08:51","--","--","--","1:22","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1685","31","30","0:00","21.0","0:00","Não","00:01.26","80","0.0","00:55:51","01:09:10"
Natação em piscina,2020-04-24 13:26:54,false,"NataÃ§Ã£o em piscina","3,500","685","01:05:28","--","--","--","1:27","1:08","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1406","32","28","0:00","22.0","0:00","Não","00:03.68","118","0.0","00:50:29","01:05:41"
Natação em piscina,2020-04-20 15:14:50,false,"Natação em piscina","2,500","490","00:43:44","--","--","--","1:27","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1141","33","31","0:00","21.0","0:00","Não","00:00.96","31","0.0","00:36:18","00:51:31"
Natação em piscina,2020-04-18 08:08:04,false,"Natação em piscina","3,250","648","00:58:15","--","--","--","1:26","0:42","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1417","32","30","0:00","21.0","0:00","Não","00:04.00","28","0.0","00:46:46","01:03:01"
Natação em piscina,2020-04-17 15:09:27,false,"Natação em piscina","3,825","736","01:05:58","--","--","--","1:33","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1732","35","29","0:00","22.0","0:00","Não","00:04.91","18","0.0","00:59:18","01:06:38"
Natação em piscina,2020-04-15 09:15:10,false,"Natação em piscina","3,050","611","01:00:02","--","--","--","1:29","0:49","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1230","32","27","0:00","21.0","0:00","Não","00:13.32","82","0.0","00:45:12","01:00:10"
Natação em piscina,2020-04-14 14:23:42,false,"Natação em piscina","3,125","607","00:53:34","--","--","--","1:36","1:11","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1391","35","28","0:00","22.0","0:00","Não","00:01.19","10","0.0","00:50:03","00:53:41"
Natação em piscina,2020-04-11 08:34:10,false,"Natação em piscina","2,600","511","00:50:00","--","--","--","1:25","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1080","32","29","0:00","21.0","0:00","Não","00:00.65","78","0.0","00:36:51","00:50:09"
Natação em piscina,2020-04-09 13:10:06,false,"Natação em piscina","2,550","470","00:48:10","--","--","--","1:38","0:58","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1125","35","27","0:00","23.0","0:00","Não","00:01.17","44","0.0","00:41:28","00:48:41"
Natação em piscina,2020-04-08 13:19:23,false,"Natação em piscina","2,525","473","00:49:29","--","--","--","1:36","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1139","35","28","0:00","24.0","0:00","Não","00:06.01","53","0.0","00:40:23","00:51:31"
Natação em piscina,2020-03-30 16:09:19,false,"Natação em piscina","4,025","659","01:02:20","--","--","--","1:27","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1808","33","31","0:00","25.0","0:00","Não","01:00.51","4","0.0","00:58:30","01:04:17"
Natação em piscina,2020-03-29 09:23:21,false,"Natação em piscina","2,575","412","00:48:15","--","--","--","1:39","1:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1169","36","28","0:00","23.0","0:00","Não","00:32.15","12","0.0","00:42:25","00:48:24"
Natação em piscina,2020-03-19 07:45:09,false,"Natação em piscina","4,200","680","01:14:59","--","--","--","1:34","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1904","35","29","0:00","30.0","0:00","Não","00:04.09","54","0.0","01:05:46","01:27:46"
Natação em piscina,2020-03-18 09:42:09,false,"Natação em piscina","3,500","564","01:00:56","--","--","--","1:34","1:02","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1526","34","28","0:00","30.0","0:00","Não","00:04.61","34","0.0","00:54:37","01:01:07"
Natação em piscina,2020-03-17 11:38:14,false,"Natação em piscina","4,000","640","01:13:45","--","--","--","1:38","1:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1781","36","27","0:00","30.0","0:00","Não","00:06.51","14","0.0","01:05:20","01:14:31"
Natação em piscina,2020-03-13 19:44:00,false,"Natação em piscina","3,500","580","01:16:33","--","--","--","1:35","1:01","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1500","34","27","0:00","30.0","0:00","Não","00:08.25","54","0.0","00:55:14","01:16:40"
Natação em piscina,2020-03-12 18:20:04,false,"Natação em piscina","4,075","660","01:30:38","--","--","--","1:36","0:52","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1858","36","28","0:00","30.0","0:00","Não","00:02.49","32","0.0","01:05:30","01:31:20"
Natação em piscina,2020-03-11 12:20:28,false,"Natação em piscina","3,500","560","01:10:04","--","--","--","1:31","1:12","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1688","35","32","0:00","29.0","0:00","Não","00:05.80","38","0.0","00:52:53","01:18:36"
Natação em piscina,2020-03-10 18:04:00,false,"Natação em piscina","4,025","668","01:33:03","--","--","--","1:26","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1681","32","29","0:00","29.0","0:00","Não","00:02.17","65","0.0","00:57:32","01:33:35"
Natação em piscina,2020-03-09 12:27:49,false,"Natação em piscina","4,475","749","01:28:31","--","--","--","1:40","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2066","36","28","0:00","29.0","0:00","Não","00:06.24","40","0.0","01:14:25","01:29:16"
Natação em piscina,2020-03-06 12:02:00,false,"Natação em piscina","2,100","361","00:57:00","--","--","--","1:38","1:06","--","--","0.00","0.0","0.0","0.0","0.0","0.0","990","36","29","0:00","27.0","0:00","Não","00:03.65","48","0.0","00:34:13","00:58:30"
Natação em piscina,2020-03-04 18:31:13,false,"Natação em piscina","3,050","488","01:12:45","--","--","--","1:30","1:11","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1437","34","31","0:00","28.0","0:00","Não","00:05.75","28","0.0","00:45:53","01:14:21"
Natação em piscina,2020-03-03 13:34:21,false,"Natação em piscina","3,500","561","01:12:24","--","--","--","1:35","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1580","35","29","0:00","29.0","0:00","Não","00:02.87","48","0.0","00:55:20","01:12:40"
Natação em piscina,2020-03-02 19:17:35,false,"Natação em piscina","3,975","645","01:24:19","--","--","--","1:37","0:56","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1751","35","27","0:00","27.0","0:00","Não","00:03.31","85","0.0","01:04:27","01:28:31"
Natação em alto mar,2020-02-28 20:03:37,false,"São Paulo Natação em alto mar","268","45","00:06:38.3","--","--","--","2:29","0:56","--","--","0.00","0.0","0.0","0.0","0.0","0.0","209","57","31","0:00","22.0","0:00","Não","00:04.65","3","0.0","00:06:31.3","00:06:38.3"
Natação em piscina,2020-02-27 13:08:47,false,"Natação em piscina","3,625","586","01:20:55","--","--","--","1:30","1:11","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1630","34","30","0:00","30.0","0:00","Não","00:13.49","64","0.0","00:54:19","01:21:05"
Natação em piscina,2020-02-25 17:57:01,false,"Natação","4,125","822","01:30:18","--","--","--","1:33","1:00","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1867","35","29","0:00","30.0","0:00","Não","00:10.62","55","0.0","01:04:14","01:30:25"
Natação em piscina,2020-02-24 11:19:19,false,"Natação","4,800","953","01:30:10","--","--","--","1:38","1:12","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2120","35","27","0:00","29.0","0:00","Não","00:04.72","34","0.0","01:18:10","01:30:17"
Natação em piscina,2020-02-20 18:50:28,false,"Natação","6,000","1,202","01:51:22","--","--","--","1:32","0:59","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2796","35","30","0:00","30.0","0:00","Não","00:07.16","72","0.0","01:32:07","01:52:25"
Natação em piscina,2020-02-19 12:08:28,false,"Natação","5,000","1,001","01:38:11","--","--","--","1:33","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2372","35","31","0:00","30.0","0:00","Não","00:01.94","62","0.0","01:17:39","01:40:10"
Natação em piscina,2020-02-18 12:56:12,false,"Natação","4,000","803","01:22:38","--","--","--","1:37","1:15","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1814","36","28","0:00","30.0","0:00","Não","00:13.81","68","0.0","01:04:58","01:22:56"
Natação em piscina,2020-02-17 12:54:06,false,"Natação","3,500","688","01:12:21","--","--","--","1:43","1:20","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1658","38","28","0:00","30.0","0:00","Não","00:03.61","62","0.0","01:00:16","01:12:34"
Natação em piscina,2020-02-15 07:21:42,false,"Natação","3,000","588","01:32:00","--","--","--","1:40","1:07","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1429","37","29","0:00","29.0","0:00","Não","00:04.96","30","0.0","00:49:48","01:32:40"
Natação em piscina,2020-02-14 15:43:11,false,"Natação","4,000","798","01:12:22","--","--","--","1:37","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1926","36","30","0:00","30.0","0:00","Não","00:13.57","24","0.0","01:04:51","01:12:47"
Natação em piscina,2020-02-13 18:33:58,false,"Natação","3,450","691","01:24:45","--","--","--","1:35","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1517","35","28","0:00","30.0","0:00","Não","00:05.57","112","0.0","00:54:48","01:25:40"
Natação em piscina,2020-02-12 12:31:39,false,"Natação","5,600","1,143","01:48:27","--","--","--","1:32","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2472","34","29","0:00","30.0","0:00","Não","00:04.34","74","0.0","01:25:45","01:48:46"
Natação em piscina,2020-02-11 12:41:16,false,"Natação","4,400","890","01:34:38","--","--","--","1:30","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1848","33","28","0:00","30.0","0:00","Não","00:04.15","67","0.0","01:06:08","01:34:49"
Natação em piscina,2020-02-07 13:05:46,false,"Natação","4,025","814","01:26:23","--","--","--","1:34","0:55","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1792","35","28","0:00","30.0","0:00","Não","00:01.32","57","0.0","01:02:55","01:26:55"
Natação em piscina,2020-02-06 19:21:50,false,"Natação","2,500","500","01:06:10","--","--","--","1:45","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1137","38","26","0:00","28.0","0:00","Não","00:16.40","28","0.0","00:43:36","01:09:18"
Natação em piscina,2020-02-05 07:38:05,false,"Natação","5,500","1,097","01:35:39","--","--","--","1:34","1:14","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2394","34","28","0:00","29.0","0:00","Não","00:04.82","48","0.0","01:25:53","01:36:07"
Natação em piscina,2020-02-03 19:02:37,false,"Natação","4,000","803","01:26:37","--","--","--","1:35","1:02","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1664","34","26","0:00","29.0","0:00","Não","00:02.79","74","0.0","01:03:03","01:26:51"
Natação em piscina,2020-02-02 08:17:14,false,"Natação","1,250","222","00:33:37","--","--","--","2:41","0:57","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1060","62","32","0:00","25.0","0:00","Não","00:00.00","1","0.0","00:33:37","00:33:44"
Natação em piscina,2020-01-30 09:40:31,false,"Natação","3,500","692","01:06:27","--","--","--","1:44","1:25","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1601","37","26","0:00","29.0","0:00","Não","00:04.61","20","0.0","01:00:48","01:13:59"
Natação em piscina,2020-01-27 12:19:55,false,"Natação","4,275","855","01:27:41","--","--","--","1:36","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2062","36","30","0:00","30.0","0:00","Não","00:06.54","50","0.0","01:08:35","01:28:05"
Natação em alto mar,2020-01-25 09:27:24,false,"São Paulo Natação em alto mar","3,832","694","01:14:42","--","--","--","1:57","0:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2385","45","31","0:00","23.0","0:00","Não","01:47.87","4","0.0","01:13:57","02:22:33"
Natação em piscina,2020-01-22 12:19:05,false,"Natação","4,000","812","01:57:01","--","--","--","1:44","0:39","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1758","37","25","0:00","29.0","0:00","Não","00:13.99","88","0.0","01:09:28","01:57:06"
Natação em piscina,2020-01-21 17:43:40,false,"Natação","3,025","602","01:02:30","--","--","--","1:31","1:12","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1317","34","29","0:00","30.0","0:00","Não","00:03.32","30","0.0","00:45:54","01:06:53"
Natação em piscina,2020-01-20 12:20:53,false,"Natação","4,250","848","01:39:48","--","--","--","1:42","0:56","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1888","37","26","0:00","30.0","0:00","Não","00:06.57","84","0.0","01:12:08","01:40:14"
Natação em piscina,2020-01-17 19:23:23,false,"Natação","4,900","1,010","01:35:00","--","--","--","1:36","1:02","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2049","34","26","0:00","28.0","0:00","Não","00:04.01","90","0.0","01:18:02","01:35:10"
Natação em piscina,2020-01-16 15:11:11,false,"Natação","2,525","502","00:45:27","--","--","--","1:40","1:18","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1140","36","27","0:00","30.0","0:00","Não","00:03.01","14","0.0","00:41:57","00:46:16"
Natação em piscina,2020-01-08 18:07:01,false,"Natação","4,000","799","01:28:49","--","--","--","1:31","1:01","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1738","34","29","0:00","30.0","0:00","Não","00:07.07","72","0.0","01:00:57","01:46:01"
Natação em piscina,2020-01-07 13:03:37,false,"Natação","3,525","699","01:08:24","--","--","--","1:37","1:00","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1467","35","26","0:00","30.0","0:00","Não","00:04.64","44","0.0","00:57:13","01:08:41"
Natação em piscina,2020-01-06 12:41:33,false,"Natação","4,025","799","01:31:54","--","--","--","1:33","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1580","33","25","0:00","30.0","0:00","Não","00:00.33","74","0.0","01:02:32","01:32:01"
Natação em alto mar,2019-12-31 08:39:22,false,"Serra Negra Natação em alto mar","3,009","543","00:53:27","--","--","--","1:47","0:51","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1714","41","32","0:00","25.0","0:00","Não","00:06.16","7","0.0","00:53:25","00:56:51"
Natação em piscina,2019-12-30 17:20:24,false,"Natação","3,725","745","01:25:54","--","--","--","1:38","0:51","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1701","36","28","0:00","30.0","0:00","Não","00:06.55","86","0.0","01:01:01","01:31:07"
Natação em alto mar,2019-12-24 09:45:16,false,"Serra Negra Natação em alto mar","3,004","543","00:56:23","--","--","--","1:53","0:20","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1755","43","31","0:00","24.0","0:00","Não","00:04.88","7","0.0","00:56:12","01:03:00"
Natação em piscina,2019-12-23 09:30:30,false,"Natação","3,000","595","01:05:02","--","--","--","1:36","1:02","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1338","35","28","0:00","27.0","0:00","Não","00:04.99","56","0.0","00:48:01","01:05:21"
Natação em piscina,2019-12-20 16:43:26,false,"Natação","5,850","1,062","01:32:51","--","--","--","1:18","0:24","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2272","58","30","0:00","30.0","0:00","Não","00:03.23","100","0.0","01:15:43","01:33:59"
Natação em piscina,2019-12-19 17:34:23,false,"Natação","5,900","1,073","01:33:04","--","--","--","1:22","0:25","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2417","62","30","0:00","29.0","0:00","Não","00:08.31","44","0.0","01:21:03","01:38:22"
Natação em piscina,2019-12-18 16:50:48,false,"Natação","5,450","997","01:12:14","--","--","--","1:13","0:24","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2065","55","31","0:00","30.0","0:00","Não","00:04.60","22","0.0","01:06:19","01:12:57"
Natação em piscina,2019-12-17 17:39:49,false,"Natação","4,300","777","01:22:43","--","--","--","1:24","0:35","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1842","64","30","0:00","30.0","0:00","Não","00:01.58","93","0.0","01:00:29","01:22:56"
Natação em alto mar,2019-12-16 16:47:00,false,"Brasília Natação em alto mar","3,921","711","01:07:01","--","--","--","1:43","0:44","--","--","0.00","0.0","0.0","0.0","0.0","0.0","2258","40","33","0:00","27.0","0:00","Não","07:39.78","8","0.0","01:07:00","01:08:27"
Natação em piscina,2019-12-15 18:47:01,false,"Natação","200","40","00:03:18.9","--","--","--","1:37","1:30","--","--","0.00","0.0","0.0","0.0","0.0","0.0","92","36","28","0:00","30.0","0:00","Não","00:04.90","2","0.0","00:03:14.0","00:03:23.4"
Natação em piscina,2019-12-15 17:32:45,false,"Natação","4,375","871","01:12:56","--","--","--","1:25","0:57","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1765","31","29","0:00","30.0","0:00","Não","00:01.22","20","0.0","01:01:42","01:13:03"
Natação em piscina,2019-12-13 07:42:11,false,"Natação","3,725","737","01:19:11","--","--","--","1:37","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1488","34","25","0:00","29.0","0:00","Não","00:04.60","66","0.0","00:59:59","01:19:37"
Natação em piscina,2019-12-11 07:02:16,false,"Natação","3,750","748","01:20:01","--","--","--","1:39","0:50","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1709","36","28","0:00","29.0","0:00","Não","00:04.44","38","0.0","01:02:06","01:20:47"
Natação em piscina,2019-12-09 19:41:11,false,"Natação","2,500","499","01:00:47","--","--","--","1:37","1:17","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1135","36","28","0:00","30.0","0:00","Não","00:06.53","38","0.0","00:40:20","01:06:11"
Natação em piscina,2019-12-04 10:37:25,false,"Natação","1,500","300","00:24:24","--","--","--","1:36","1:20","--","--","0.00","0.0","0.0","0.0","0.0","0.0","659","35","28","0:00","30.0","0:00","Não","00:10.48","4","0.0","00:23:54","00:31:09"
Natação em piscina,2019-12-03 18:26:10,false,"Natação","3,050","609","01:05:15","--","--","--","1:34","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1405","35","29","0:00","30.0","0:00","Não","00:03.15","42","0.0","00:47:41","01:24:16"
Natação em piscina,2019-12-02 12:18:49,false,"Natação","3,875","774","01:25:33","--","--","--","1:33","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1764","35","29","0:00","30.0","0:00","Não","00:03.19","54","0.0","00:59:53","01:25:49"
Natação em piscina,2019-11-29 11:42:19,false,"Natação","2,375","471","00:47:56","--","--","--","1:34","1:04","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1123","35","30","0:00","30.0","0:00","Não","00:33.87","8","0.0","00:37:19","00:50:08"
Natação em piscina,2019-11-26 18:54:05,false,"Natação","3,000","599","01:14:33","--","--","--","1:36","0:57","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1289","35","27","0:00","30.0","0:00","Não","00:10.50","48","0.0","00:48:05","01:25:01"
Natação em piscina,2019-11-25 13:34:03,false,"Natação","3,400","674","01:17:01","--","--","--","1:40","1:05","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1414","35","25","0:00","29.0","0:00","Não","00:04.29","56","0.0","00:56:47","01:17:20"
Natação em piscina,2019-11-23 13:26:50,false,"Natação","2,550","515","00:47:05","--","--","--","1:41","0:54","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1169","37","27","0:00","30.0","0:00","Não","00:05.40","28","0.0","00:43:02","00:47:34"
Natação em piscina,2019-11-21 18:43:18,false,"Natação","2,500","496","00:55:29","--","--","--","1:34","1:12","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1122","35","29","0:00","30.0","0:00","Não","00:02.58","42","0.0","00:39:07","00:56:19"
Natação em piscina,2019-11-14 19:16:38,false,"Natação","2,250","447","01:06:58","--","--","--","1:29","1:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","982","33","29","0:00","30.0","0:00","Não","00:20.52","49","0.0","00:33:19","01:15:11"
Natação em piscina,2019-11-13 13:36:17,false,"Natação","3,000","589","01:20:29","--","--","--","1:35","0:59","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1277","34","27","0:00","30.0","0:00","Não","00:11.85","80","0.0","00:47:17","01:20:34"
Natação em piscina,2019-11-12 19:01:30,false,"Natação","3,225","670","01:20:47","--","--","--","1:43","0:51","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1436","37","26","0:00","30.0","0:00","Não","00:07.48","48","0.0","00:55:07","01:21:30"
Natação em piscina,2019-11-07 14:18:16,false,"Natação","775","158","00:49:03","--","--","--","2:04","1:09","--","--","0.00","0.0","0.0","0.0","0.0","0.0","356","42","22","0:00","30.0","0:00","Não","00:01.07","15","0.0","00:15:57","00:49:24"
Natação em piscina,2019-10-31 18:27:24,false,"Natação","2,825","492","01:09:03","--","--","--","1:44","0:49","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1216","37","25","0:00","30.0","0:00","Não","00:11.88","30","0.0","00:48:47","01:09:10"
